n_all,n_count_nonmissing,n_count_missing,count,n_persons,pct
5299,3251,2048,0,114,3.506613349738542
5299,3251,2048,1,365,11.22731467240849
5299,3251,2048,2,895,27.529990772070132
5299,3251,2048,3,1169,35.95816671793295
5299,3251,2048,4,708,21.77791448784989
