outcome,window,reps,n_success,ATT,SE,t_obs,boot_mean,boot_sd,ci_low,ci_high,p_percentile,p_t_bootstrap
func_cap,2011_2018,999,999,0.015033094049484235,0.007925140718855927,1.8968867030608905,0.015182788665033404,0.00827933900300438,-9.734339668933677e-4,0.03128738410472733,0.06806806806806807,0.06806806806806807
