egt,att,se,ci_low,ci_high
-3,-0.009269055454718516,0.011618854932303312,-0.03643602859461624,0.01789791768517921
-2,-0.005355983677492815,0.006593937623903993,-0.020773796134787068,0.010061828779801439
-1,0,NA,NA,NA
0,0.0158539430132182,0.006415664675690826,8.529647813184243e-4,0.030854921245117975
1,0.013165696243280938,0.013689248984578366,-0.018842230668298845,0.04517362315486072
