outcome,window,reps,n_success,ATT,SE,t_obs,boot_mean,boot_sd,ci_low,ci_high,p_percentile,p_t_bootstrap
cog_cap,2011_2018,499,499,-0.22780663763218015,0.22021724006805177,-1.0344632307705932,-0.2281346938578833,0.2145083084615217,-0.6587468669116943,0.1825678207382968,0.27655310621242485,0.2845691382765531
