egt,att,se,ci_low,ci_high
-3,0.34039961693261395,0.3809262910920002,-0.5734613080129323,1.2542605418781603
-2,-0.10986090777121964,0.30230006858017916,-0.8350936542215375,0.6153718386790983
-1,0,NA,NA,NA
0,0.3032913754109149,0.2795980513340299,-0.3674781140685548,0.9740608648903846
1,0.7284373941442998,0.48790325859898415,-0.4420665422183575,1.8989413305069571
