egt,att,se,ci_low,ci_high
-3,0.0033433981691326953,0.010363742064692568,-0.020387046877388952,0.027073843215654342
-2,-0.004559929987603931,0.00662082169863131,-0.019719999053530564,0.0106001390783227
-1,0,NA,NA,NA
0,0.013077173309066221,0.006233949948438393,-0.0011970536787097533,0.027351400296842195
1,0.015740751336602597,0.01123195201893378,-0.009977683036492022,0.04145918570969721
