egt,att,se,ci_low,ci_high
-3,-5.661376246662846e-4,0.016907852192799454,-0.04015829602389907,0.0390260207745665
-2,-0.009248526245230468,0.008346452135252992,-0.028792939766380223,0.010295887275919288
-1,0,NA,NA,NA
0,0.018912355727816292,0.008060536166329652,3.745541280302661e-5,0.03778725604282956
1,0.027404913876675614,0.026845475792230775,-0.035457614003797266,0.09026744175714849
