group,t,att,se,egt,post
3,1,0.09151078050869882,0.5415714782318026,-2,0
3,3,0.4221529273325999,0.4469507238836995,0,1
3,4,0.7284373941442998,0.4835177823662796,1,1
4,1,0.34039961693261395,0.36745465026426843,-3,0
4,2,-0.2509861483280478,0.3859293621134196,-2,0
4,4,0.21999086156416026,0.3817556405725235,0,1
