spec,window,outcome,ATT,SE,ci_low,ci_high,pval,N_obs,p_fdr
chronic_main,2011_2018,func_cap,0.018443378802106922,0.00840664712529814,0.0019663504365225702,0.03492040716769128,0.02824229426799224,17573,0.11296917707196896
chronic_main,2011_2018,cog_cap,0.04815983103020201,0.2194981376463346,-0.38205651875661384,0.4783761808170178,0.8263315870697969,8289,0.8263315870697969
chronic_main,2011_2018,psych_cap,0.00908997505989196,0.0066264252162841165,-0.0038978183640249082,0.022077768483808827,0.17013299361680878,15937,0.22684399148907836
chronic_main,2011_2018,srh_cap_fixed,0.006425318163359126,0.009192249020927619,-0.011591489917659006,0.024442126244377256,0.4845563753120547,16691,0.5537787146423482
chronic_main,2011_2018,bhci_fixed,0.014944281944750063,0.005074372551664572,0.004998511743487501,0.024890052146012625,0.0032290225848263686,15883,0.02583218067861095
chronic_main,2011_2018,bhci4_z,0.07700569752194003,0.048529076885270576,-0.018111293173190296,0.17212268821707036,0.11255907712724401,8269,0.22261653277163995
chronic_main,2011_2018,hci_anderson,0.09919750737763906,0.053138916776235993,-0.004954769503783485,0.2033497842590616,0.06193536546908974,8269,0.16516097458423928
chronic_main,2011_2018,hci_pca,0.07071599466850247,0.04781278122154186,-0.02299705652571958,0.1644290458627245,0.13913533298227496,8269,0.22261653277163995
