rep,placebo_func,placebo_bhci
310,0.006189918658866381,0.003371305212409296
311,-0.005601290291562803,-0.002814291456981982
312,-0.010644288407554148,-0.009761492213031076
313,0.016876739097369222,0.007538501843114604
314,0.005285363833936991,0.0019950353021385603
315,-2.2893355421947965e-4,-0.002152832022874707
316,-0.016336760705018608,0.0014496284658136764
317,0.010509899654405637,0.007066778574768285
318,0.0060494788993162504,-0.004143040104139271
319,-0.010388516562186059,-0.002277231714975939
320,-8.105088323632653e-4,-7.420231993224867e-4
321,0.0014031139540222836,-0.005253759838926039
322,0.01893484854602332,0.0038232594801892684
323,-7.344060681332162e-4,0.007288702567752007
324,0.00126252224475226,-0.006684275513080423
325,-0.019487190939597908,-0.012457520190006703
326,6.891365005900196e-5,-0.004116320502356051
327,0.001749093599244028,-5.617292330157547e-4
328,0.00999236206576148,-0.0035977480890547423
329,0.012688891644039312,0.003188450973031752
330,0.00632967536086232,-4.4497389325704915e-4
331,-0.009376705284559235,0.009700886122602316
332,-0.008865216725390557,-0.005940852589515895
333,0.002623825919946529,-0.001364584903532002
334,-0.0011251171628325187,-0.0018746807434314148
335,-0.023349580840313883,-0.003968671331971009
336,-0.0054992171013901045,0.0023743508000043045
337,0.01447796908129562,0.002706012985465028
338,-7.868867937698745e-5,0.00575702263751574
339,0.009744173033205777,-0.003481739389416368
340,6.061715719250628e-4,-0.00499864521563916
341,-0.00793467074801681,-0.008262385576835384
342,0.009076564630310523,0.004824253549088596
343,-0.0029753443234554313,0.00340899284393739
344,-2.2564765165168535e-4,-0.003804361001575717
345,0.016246422615770847,0.00875938773131751
346,-0.003693938365581544,-0.006154799029522951
347,0.005555779080126923,0.008019427469325081
348,0.008197376205294683,0.0044180459562310585
349,0.0076904031808007435,0.002901524458120579
350,0.01561297384436261,0.009087198541138979
351,0.012025432383145775,0.012765252494041679
352,-0.015271125821125735,-0.009706100192241619
353,-0.026497167638952445,-0.008226004320636948
354,-0.0013116532502273656,9.599133272107288e-5
355,9.932014529159315e-4,0.00685028556447698
356,0.024000781677053287,0.004626107723243301
357,0.012782180852209554,0.004498267026289552
358,9.346646379804204e-4,-0.003512027971341716
359,-0.021023373657149663,5.885069638182161e-4
360,-0.0034431671420988787,0.014022231684674282
361,0.0013717785428495242,-0.010992242028642463
362,0.02075215342274072,0.009845499049463784
363,0.010854183002276242,0.0038690891096516632
364,-0.0013989371181767052,-0.0017611642824685218
365,-0.014930170256214395,4.103206683504103e-4
366,-0.007571325230305488,0.001053490123325264
367,0.0115532086654617,0.015508339178911444
368,-0.005201514634076987,-0.003647068177800282
369,-0.009360476553108694,0.00927032317715245
370,6.11942427856706e-4,0.0024202941754313373
371,0.011395149410318831,0.0047507284651990694
372,-0.020274403410025132,-0.011792053759838621
373,-0.005544497030752374,-0.001248548882019608
374,0.0019277294433381702,-0.0029066862197287273
375,-0.00638881049392055,-0.009195280469479108
376,9.730454759417674e-5,-0.004355304414838072
377,-0.01706047491520122,-0.009518366281941243
378,0.003281628718776365,-0.0012574201714023122
379,0.008386672729889404,0.006832007119113691
380,0.0038990831572737125,-0.006779846862171938
381,0.004598202146736577,0.004223120710705878
382,0.003697985021817631,0.002759481881433806
383,0.009422208436870999,0.004625173439114564
384,-0.015901183382419352,-0.008422738142836714
385,-0.001640084863607654,-0.001460704831289492
