group,egt,att,se,pval
func,-3,0.004040265509376405,0.013560304465512757,0.7662804735300228
func,-2,-0.0017327718278161066,0.006905282898903886,0.8023127665663216
func,0,0.018991890145279425,0.006999006915213757,0.007681665524605067
func,1,0.019720002878110238,0.013189379886204899,0.13761636302473731
bhci,-3,0.0031339654885268087,0.010323901777527974,0.7620085605605025
bhci,-2,7.089450996365246e-4,0.00551052877151362,0.8978570908070016
bhci,0,0.011927370493664078,0.005277529067580009,0.02570207432591602
bhci,1,0.021388016416112904,0.007519362860122219,0.005268401857932245
