egt,att,se,ci_low,ci_high
-3,0.003781871584964413,0.013433267312565333,-0.029149338914705624,0.036713082084634446
-2,-7.763114428421865e-4,0.007945223617651993,-0.020253764346284897,0.01870114146060052
-1,0,NA,NA,NA
0,0.02470474035290679,0.0075295144597124445,0.006246384700208326,0.04316309600560525
1,0.027828760628476328,0.014753124671137702,-0.008338036530295544,0.06399555778724819
