outcome,window,reps,n_success,ATT,SE,t_obs,boot_mean,boot_sd,ci_low,ci_high,p_percentile,p_t_bootstrap
func_cap,2011_2018,999,999,0.02565251281778747,0.008491408451337758,3.02099621809455,0.02557977386687537,0.008865694917909934,0.008729622492251135,0.04393474216674601,0.002002002002002002,0.007007007007007007
