egt,att,se,ci_low,ci_high
-3,0.003781871584964413,0.012735506027731306,-0.026776340046042256,0.03434008321597108
-2,-7.636703587483992e-4,0.008332282563292914,-0.020756566862744585,0.019229226145247785
-1,0,NA,NA,NA
0,0.024701441007674792,0.007983273260984641,0.005545974920491505,0.04385690709485808
1,0.01545329997032532,0.010830159429985673,-0.010533127513467407,0.041439727454118044
2,0.018879177049723035,0.015549665951423782,-0.01843147098423758,0.05618982508368365
