group,t,att,se,egt,post
3,1,0.0038003276505461582,0.005537000340656788,-2,0
3,3,0.002799448339322721,0.006856698693951364,0,1
3,4,0.009241071598211966,0.008222923551403964,1,1
3,5,0.006143607371924133,0.006284146520120236,2,1
4,1,3.0008716882901315e-4,0.007302875377017171,-3,0
4,2,-0.005981663452575511,0.0066361089167943635,-2,0
4,4,0.011151744096941408,0.007560008950356018,0,1
4,5,-0.003827501614634229,0.0074540599775714126,1,1
