spec,window,outcome,ATT,SE,ci_low,ci_high,pval,N_obs,p_fdr
extended,2011_2018,bhci,0.009358197966865206,0.005711777226203905,-0.0018368853964944466,0.02055328133022486,0.10133747039102457,13122,0.2533436759775614
extended,2011_2018,func_cap,0.02810423883415099,0.0097128158655275,0.00906711973771709,0.047141357930584896,0.00380948546203752,13122,0.0190474273101876
extended,2011_2018,srh_cap,-0.005417586330498263,0.011732580980190413,-0.02841344505167147,0.017578272390674946,0.6442565110860843,13122,0.7683363168754836
extended,2011_2018,psych_cap,0.005387941396942924,0.007044634641605193,-0.008419542500603252,0.019195425294489102,0.44437333200629653,13122,0.7406222200104943
extended,2011_2018,che,0.0056377390278195254,0.019140062186138056,-0.03187678285701106,0.04315226091265011,0.7683363168754836,10080,0.7683363168754836
