egt,att,se,ci_low,ci_high
-3,3.0008716882901315e-4,0.007659556779152048,-0.0180500895609684,0.018650263898626427
-2,-0.0017161210313220638,0.004507757803499422,-0.012515460305688682,0.009083218243044554
-1,0,NA,NA,NA
0,0.0075096357067990106,0.004702500288610997,-0.0037562526279941773,0.018775524041592197
1,0.0018711902812173697,0.005399609518727467,-0.01106477870464273,0.014807159267077468
2,0.006143607371924133,0.006760095111393858,-0.010051708307692735,0.022338923051541
