group,pre_periods,wald_stat,df,pval,n
rq1_func,"-3,-2",0.15719103156179742,2,0.9244137596124604,37235
rq1_bhci,"-3,-2",0.13617550424623673,2,0.9341784938341124,33273
rq2_dvi1,"-3,-2",13.259588704163415,2,0.0013204346027284155,3042
rq2_other,"-3,-2",2.5939574448872196,2,0.2733564323285217,21497
