variable,importance
hhcperc_base,0.2860769682491511
age_base,0.18611108069699625
gdp_pc_log_base,0.17320689230582054
children_base,0.11524098210669322
dvi_main,0.05807330266536384
chronic_count_base,0.05245763903314485
marry_base,0.02455684741203793
drink_base,0.021922892920508787
edu_base,0.01974246896685724
ins_base,0.019539103730801647
gender_base,0.014552600013338959
rural_base,0.014475597888177
smoke_base,0.01404362401110861
