outcome,ATT,SE,pval,n,spec,matching,p_fdr
func_cap,0.02238516624930119,0.010595983879281748,0.03815199134006329,14904,simple,gdpq_nn1,0.03815199134006329
bhci_fixed,0.01635660670712719,0.00539792944054286,0.003408314011495603,13257,simple,gdpq_nn1,0.006816628022991206
func_cap,0.0232476024082506,0.010118770949975764,0.02159180520874848,12602,ctrl8_at_means,gdpq_nn1,0.02159180520874848
bhci_fixed,0.01564244135380921,0.005636320545798231,0.0055151983822186255,11277,ctrl8_at_means,gdpq_nn1,0.011030396764437251
