outcome,group,ATT,SE,pval,n
bhci_fixed,dvi1,0.026795586078257105,0.010491493865380435,0.01222183555890683,2219
bhci_fixed,other,0.00943117482981259,0.004350444779241403,0.03222982529262758,15829
func_cap,dvi1,0.039004423000421305,0.016994022519819716,0.02374981045099331,2740
func_cap,other,0.01715701897053996,0.007015834931779511,0.015982180312612348,17533
