outcome,dvi1_ATT,dvi1_SE,dvi1_p,other_ATT,other_SE,diff,diff_SE,diff_p,n1,n0
bhci_fixed,0.030622342740572746,0.011229457186946163,0.006391971483512854,0.010978369061270298,0.004554928284669798,0.01964397367930245,0.012118088974419267,0.10500787953775587,3042,21497
func_cap,0.038917977488218784,0.01851485238534685,0.03555442184975139,0.016277042604981008,0.007836391936683987,0.022640934883237776,0.020104944601677215,0.2601072636828218,3721,23777
