outcome,q5_q1,q5_q1_se,q5_q1_p,q5_q2,q5_q2_se,q5_q2_p
bhci_fixed,0.024367423881970954,0.011359163037355438,0.031938637343691276,0.033595151732226054,0.012465887881609034,0.007039568280485511
func_cap,0.01017864626417881,0.018335917779969478,0.5788121515343937,0.031225551519101016,0.018399386731272595,0.08967824630590222
